,мазут_water,мазут_zola,мазут_price,уголь_water,уголь_zola,уголь_price
0,0.31765015806812524,0.05394124550574252,1002.5013412369228,16.297752747604672,20.025022048213973,1633.2926472779777
1,0.24311804742775306,0.08491077044654362,1279.0965546442137,11.611000200765044,11.666886288161898,1117.2654087815415
2,0.38189780685608105,0.0298848779744074,1351.6511347613614,10.81238823886899,17.11084282311314,825.5964624590271
3,0.2512549394802107,0.02467103248717009,1352.5494442082957,11.774731885789832,13.434317368180468,1327.4917991970365
4,0.26496708461377766,0.06718285829983274,1373.9307439234428,13.179394035441312,20.089684247255978,1505.857790606618
5,0.09934391723841512,0.05960251042157607,1295.500652066317,13.047332233934362,18.449146901854007,1919.1348111847963
6,0.028346039934558975,0.07396659396034744,1391.0345007037024,10.232322646607715,20.74003215099355,1635.058507113597
7,0.012624139922026129,0.08036284207990543,1393.6820025264633,13.935754062222976,15.767524853050908,1089.6229471435288
8,0.09704904792119458,0.07348452478502593,1122.753036249518,13.164186951068796,19.115109090551222,753.4878699701737
9,0.1211034760320203,0.05552462964971239,1208.347568299238,11.788467011584236,18.180777987750346,1351.7733897418534
10,0.3409716837916872,0.059862209686268084,1139.9254918385532,10.893354759724721,15.40630651021425,1422.093912446085
11,0.1071208354711118,0.025038590121251085,1415.0872367843062,12.329573864714447,21.858916978507242,1573.9666851348034
12,0.2359758636109849,0.0286164403165955,1082.1321428490744,14.338614163676164,20.915986040196266,713.1784152536218
13,0.25662826747844664,0.03460766405264664,1072.7542405973911,16.686836846535083,11.904773239801342,2386.8181695039234
14,0.07944950358833223,0.03455667991256827,1218.5430053836635,10.881739225932128,18.511937473731145,2377.3384866265437
15,0.2744318388290496,0.02322101950784203,1165.5351985419352,13.0257209682843,9.008927555906798,2412.441618007506
16,0.26185346067312554,0.055490503758929624,1127.885854285008,12.137105535088027,16.082086842154407,1693.7725191379943
17,0.16591960439596903,0.0674428945427118,1065.4082349624891,10.410897928171,20.742004098227838,1476.0603561624407
18,0.3397465556197967,0.04733427715734095,1318.2184359278815,13.744833560445217,11.283817375072173,1029.0424030366278
19,0.17209594563877828,0.07461372170312154,1226.445712151722,12.995421370507186,21.944686624690796,1914.1279860030932
20,0.027843406142047944,0.050194257675371966,1292.428588306454,11.896590745606717,23.988271990765348,2633.225239474352
21,0.04811529034563694,0.04967945443493407,1446.5634478331206,9.13847797883204,9.64698599290824,941.3639311298367
22,0.019679493349855776,0.04745211893591481,1283.7595022884893,15.924268886505013,19.8880903255477,1651.834525325599
23,0.12924839861459989,0.07071213448769138,1103.2419749443159,7.478849282365334,10.399657732349178,767.0811171531254
24,0.0272986626361211,0.0766383704877593,1358.0404337165187,13.089725217999748,16.243139706106444,1083.1177546194392
25,0.33968880226396614,0.039575108340597104,1273.8700426699736,16.883206506366392,9.842363843689203,2403.3526899170292
26,0.18466182929070968,0.06672647543379001,1212.2868418981072,8.893833428318636,12.47294363089168,1004.6169808520003
27,0.32958682904686326,0.07371078423180284,1311.993896748666,15.12236150481244,17.131256021509024,1926.6307352708045
28,0.041820507628850284,0.03648580847014411,1176.1476950409779,11.09890999112137,11.104034696613532,1952.693017150352
29,0.33834698783684963,0.03020145176343448,1266.7131429491546,14.783903137694578,10.217255767268913,1512.6365811740334
30,0.43530545111752117,0.07030442303777981,1307.2258278124293,16.22537535751493,8.013496736397487,1371.5636657915668
31,0.25233582681196276,0.044335152575444535,1137.0011111419885,14.957518899875051,11.000604396770214,2042.6911175284688
