,мазут_water,мазут_zola,мазут_price
0,0.31765015806812524,0.05394124550574252,1002.5013412369228
1,0.24311804742775306,0.08491077044654362,1279.0965546442137
2,0.38189780685608105,0.0298848779744074,1351.6511347613614
3,0.2512549394802107,0.02467103248717009,1352.5494442082957
4,0.26496708461377766,0.06718285829983274,1373.9307439234428
5,0.09934391723841512,0.05960251042157607,1295.500652066317
6,0.028346039934558975,0.07396659396034744,1391.0345007037024
7,0.012624139922026129,0.08036284207990543,1393.6820025264633
8,0.09704904792119458,0.07348452478502593,1122.753036249518
9,0.1211034760320203,0.05552462964971239,1208.347568299238
10,0.3409716837916872,0.059862209686268084,1139.9254918385532
11,0.1071208354711118,0.025038590121251085,1415.0872367843062
12,0.2359758636109849,0.0286164403165955,1082.1321428490744
13,0.25662826747844664,0.03460766405264664,1072.7542405973911
14,0.07944950358833223,0.03455667991256827,1218.5430053836635
15,0.2744318388290496,0.02322101950784203,1165.5351985419352
16,0.26185346067312554,0.055490503758929624,1127.885854285008
17,0.16591960439596903,0.0674428945427118,1065.4082349624891
18,0.3397465556197967,0.04733427715734095,1318.2184359278815
19,0.17209594563877828,0.07461372170312154,1226.445712151722
20,0.027843406142047944,0.050194257675371966,1292.428588306454
21,0.04811529034563694,0.04967945443493407,1446.5634478331206
22,0.019679493349855776,0.04745211893591481,1283.7595022884893
23,0.12924839861459989,0.07071213448769138,1103.2419749443159
24,0.0272986626361211,0.0766383704877593,1358.0404337165187
25,0.33968880226396614,0.039575108340597104,1273.8700426699736
26,0.18466182929070968,0.06672647543379001,1212.2868418981072
27,0.32958682904686326,0.07371078423180284,1311.993896748666
28,0.041820507628850284,0.03648580847014411,1176.1476950409779
29,0.33834698783684963,0.03020145176343448,1266.7131429491546
30,0.43530545111752117,0.07030442303777981,1307.2258278124293
31,0.25233582681196276,0.044335152575444535,1137.0011111419885
32,0.25223359479013924,0.04742606234564597,1059.4294282934825
33,0.3506567464803588,0.0639384577803206,1122.6403882718084
34,0.016592933283272826,0.08277856336629436,1227.2494922512105
35,0.3500519417773233,0.027824230560556145,1366.773856940288
36,0.026901070852738976,0.05313737945643103,1045.792123170059
37,0.18337841684158246,0.0363779501864559,1205.6187918912592
38,0.16939006265641918,0.06135327473989669,1406.129323762894
39,0.11682375271732956,0.0730992936329487,1217.7767473012295
40,0.06414397367941106,0.06422587234340146,1492.9722396719123
41,0.29547792726928285,0.031906742617668654,1304.5683399530005
42,0.2701919209486486,0.02260323820993583,1243.47577351857
43,0.4280719911933847,0.03911537036545343,1247.9630639553038
44,0.2256317266804597,0.0524729485869506,1397.9215359638642
45,0.13703118912742504,0.036987580847373504,1259.508787877297
46,0.2045319505251671,0.03014387611216962,1118.5035502319474
47,0.37336843322511876,0.07198724639563629,1235.1095322314943
48,0.29122136199311915,0.03389944885671206,1347.9557661458286
49,0.23039201187642364,0.07772455380633495,1279.5992118003228
50,0.4264386366211436,0.05184222343887446,1251.098364013602
51,0.17645197080409225,0.08206335970100498,1161.4483319972273
52,0.25962391753420694,0.08317938769886365,1481.6596617652297
53,0.16511362810665803,0.06041438188329487,1248.6027180821552
54,0.2766716755764538,0.05833467563678952,1148.749525236682
55,0.14605975485217682,0.03251197948271808,1245.1277316490405
56,0.0643278058554354,0.04020827716601578,1228.656023967629
57,0.05734230726880178,0.03685257395272079,1334.9452233577708
58,0.22593327996464352,0.05604191911366986,1164.5249055051147
59,0.3977786384599889,0.050632978819741326,1459.5316027182487
60,0.12894357081589664,0.0631443224745167,1319.103984730238
61,0.16041590096662717,0.050789135607300806,1251.76034226858
62,0.33001080130572535,0.04605215641388846,1152.8588022489114
63,0.22168787986345712,0.02272070940799596,1271.741751611079
64,0.11337046234160315,0.02418173494874979,1441.1306173134724
65,0.12706821094201431,0.07231248511999805,1107.4845642045414
66,0.2521743165868776,0.08437606205767935,1285.769473130938
67,0.19338471457717643,0.0403204111891821,1307.3027806972054
68,0.10219132918756588,0.0631676373615265,1387.246480329051
69,0.10936243723318245,0.041727267894874034,1278.3600548463246
70,0.13289232686819197,0.0414225331908983,1263.0521232359565
71,0.14772028976658147,0.027049580163719323,1268.8418738125986
72,0.15244033928010076,0.0651699191254334,1177.4518313309563
73,0.2904604961154704,0.05260062309944737,1314.3197774915755
74,0.1949017575115003,0.024189523108390672,1031.4168103855511
75,0.03720532237513206,0.05795775474666614,1345.27262149975
76,0.31792819122997934,0.0622887686898841,1206.782287546665
77,0.18877487181218366,0.06411569494604696,1305.5766817463862
78,0.2900671997334122,0.026538179527412355,1195.739306000788
79,0.10225291913417645,0.035876699581432504,1396.5787911786306
80,0.20244832073817204,0.058331027934507125,1419.1403744797644
81,0.29159824616781577,0.034372903127638715,1125.8287328463007
82,0.15218794812725378,0.07185573497329797,1239.4436432371979
83,0.08973521672362558,0.06133407939223447,1393.6743092018323
84,0.08615853348907729,0.05135093634912198,1152.6638368789777
85,0.2509086157760857,0.052138451115538456,1034.795543621156
86,0.06521507462629432,0.050794101886615005,1223.1976801330873
87,0.09297375289145329,0.04990915540725129,1398.8128985098904
88,0.17736813497151277,0.07427007891788018,1314.8075539375275
