,мазут_water,мазут_zola,мазут_price,уголь_water,уголь_zola,уголь_price,торф_water,торф_zola,торф_price
0,0.31765015806812524,0.05394124550574252,1002.5013412369228,16.297752747604672,20.025022048213973,1633.2926472779777,50.37208662834429,26.131868916078623,1892.5740323459952
1,0.24311804742775306,0.08491077044654362,1279.0965546442137,11.611000200765044,11.666886288161898,1117.2654087815415,59.77742303000141,41.94748767037484,1836.3419868243755
2,0.38189780685608105,0.0298848779744074,1351.6511347613614,10.81238823886899,17.11084282311314,825.5964624590271,61.50464245706257,11.120748060299853,2101.5888845758936
3,0.2512549394802107,0.02467103248717009,1352.5494442082957,11.774731885789832,13.434317368180468,1327.4917991970365,67.31824920901482,24.01640064015895,1834.10289120583
4,0.26496708461377766,0.06718285829983274,1373.9307439234428,13.179394035441312,20.089684247255978,1505.857790606618,57.328691287788075,24.1769968809828,1862.863936144074
5,0.09934391723841512,0.05960251042157607,1295.500652066317,13.047332233934362,18.449146901854007,1919.1348111847963,65.7967393075425,21.882051190913867,1956.1304576622424
6,0.028346039934558975,0.07396659396034744,1391.0345007037024,10.232322646607715,20.74003215099355,1635.058507113597,65.1313962305465,30.7441357648964,1876.9657126370878
7,0.012624139922026129,0.08036284207990543,1393.6820025264633,13.935754062222976,15.767524853050908,1089.6229471435288,65.96041873501886,27.61737080636743,1849.9017796161054
8,0.09704904792119458,0.07348452478502593,1122.753036249518,13.164186951068796,19.115109090551222,753.4878699701737,61.29527182586218,26.226880803752692,1795.2320348461208
9,0.1211034760320203,0.05552462964971239,1208.347568299238,11.788467011584236,18.180777987750346,1351.7733897418534,51.84765013703948,22.631004204221384,2041.2970356621158
10,0.3409716837916872,0.059862209686268084,1139.9254918385532,10.893354759724721,15.40630651021425,1422.093912446085,65.37819052241419,27.785008862230335,1777.6987674250029
11,0.1071208354711118,0.025038590121251085,1415.0872367843062,12.329573864714447,21.858916978507242,1573.9666851348034,55.57009371749484,15.64471408021248,2278.3386674422427
12,0.2359758636109849,0.0286164403165955,1082.1321428490744,14.338614163676164,20.915986040196266,713.1784152536218,63.18942968364007,23.178744876081748,2123.28402241032
13,0.25662826747844664,0.03460766405264664,1072.7542405973911,16.686836846535083,11.904773239801342,2386.8181695039234,58.28071002512113,25.854991506222902,1845.8065208252806
14,0.07944950358833223,0.03455667991256827,1218.5430053836635,10.881739225932128,18.511937473731145,2377.3384866265437,69.76351737040187,27.384528331574387,1951.36099730065
15,0.2744318388290496,0.02322101950784203,1165.5351985419352,13.0257209682843,9.008927555906798,2412.441618007506,64.11418311791722,20.88167425825579,1738.7033718380671
16,0.26185346067312554,0.055490503758929624,1127.885854285008,12.137105535088027,16.082086842154407,1693.7725191379943,57.47250478207981,33.91419534328817,1747.1555053783513
17,0.16591960439596903,0.0674428945427118,1065.4082349624891,10.410897928171,20.742004098227838,1476.0603561624407,54.72914815384726,29.495173193270098,2068.2785920931415
18,0.3397465556197967,0.04733427715734095,1318.2184359278815,13.744833560445217,11.283817375072173,1029.0424030366278,60.96168188184713,25.81756561890007,2153.513674172967
19,0.17209594563877828,0.07461372170312154,1226.445712151722,12.995421370507186,21.944686624690796,1914.1279860030932,55.97916080600832,13.547318304536251,1738.9025913356613
20,0.027843406142047944,0.050194257675371966,1292.428588306454,11.896590745606717,23.988271990765348,2633.225239474352,54.910120937664445,26.243262855891178,1742.9850136360435
