,мазут_water,мазут_zola,мазут_price,уголь_water,уголь_zola,уголь_price,торф_water,торф_zola,торф_price,дерево_water,дерево_zola,дерево_price
0,0.22572339217137458,0.05678462837268769,1283.2506895248123,15.946943564931576,18.57244270510282,828.6877550379468,54.11761478914953,26.09099558728117,1945.1631860502105,20.477726093631695,8.023442675779554,2334.9845496002968
1,0.19880490302256948,0.0822993019004725,1225.6395544174961,15.44694605522062,21.714166597295772,1671.084622869033,53.50333692141483,21.739476412769328,2004.0617270017804,41.3597476923696,1.9937124304275775,2212.2557430444313
2,0.36065339892124904,0.061318735733343364,1409.0025873293912,16.52614365954451,17.22035740135238,1529.3492204353058,57.88568970455217,29.120831408612723,1889.8021826876468,73.30827757078444,9.090942397507858,2393.572913717037
3,0.3619087135974001,0.061629882944708975,1307.0603626245975,13.283793744088822,13.530974798782758,1523.3020890712107,67.69556752390183,23.105682710111914,2182.626041274661,37.690803200232935,5.376715342749808,2020.4887203281264
4,0.14551947293012155,0.059379658757399305,1420.8090963897437,10.657626009716068,16.83235622638786,1625.4585882681229,59.27138902317575,41.39701127612023,1779.2885131757896,80.52603390957083,0.8157427172479785,2252.107535679822
5,0.1402673205659708,0.05488791197241266,1297.7089242699767,16.17534159937342,11.905733871866254,2537.990692402175,68.61398503448306,25.909634497509373,1871.930366063936,59.43725725153315,3.9842550646131247,2278.1999041919607
6,0.13803169362572726,0.0916338472247968,1222.9882725152725,15.207789082680085,11.586540143589115,869.0231775226049,60.99063922912758,30.47204847777563,1879.0173824855158,30.005729110145943,3.8955268103134246,1906.6974558370089
7,0.014324206287379265,0.04216786668410699,1363.7670845885407,10.051241130817834,14.849975546333038,1598.7146450211435,61.241991270175504,30.798480761171902,1737.9361606081463,18.730757366760486,3.7467281542503867,2017.8206459696685
8,0.10579365416396903,0.07505377107123787,1016.5582981029306,13.407844275852385,16.977179278592338,1607.4253274460693,68.04188696828281,29.300720011148996,1772.1113530121634,39.49027200410177,3.5586573111975186,2167.648304297071
9,0.21418550051508894,0.04466054449518697,1216.1600303797543,14.06385557978033,11.716791688681578,1733.9829472160575,64.85538606991891,17.868931087939753,1942.0158232284568,40.97408531419858,1.508501474075262,2217.386283842668
10,0.09179657380286194,0.05827976069138674,1311.285678644681,15.920781056508988,10.462854571114736,846.3269897691988,62.25682148961506,22.640775361928444,1946.858025727092,20.499442474059457,4.435600357693724,2241.3590323094536
11,0.22753356968314764,0.023557480747502697,1220.0088690400044,14.135622798239975,15.239196305459856,1830.780895623278,63.40900930537282,25.202369267247096,1862.3860041857365,28.07484223684446,3.2132866831938776,2134.6035144217135
12,0.26833225113538944,0.09748278502528829,1215.1692658101426,14.659910701985938,13.152374731075954,2345.4148633518357,59.88184693899972,42.77754548618874,2216.9365558403697,56.98946356368301,4.005859621203805,2015.316666713395
13,0.05427546016761445,0.09151216021093189,1141.1905956037162,12.384851492949238,9.171392054129722,1720.4894967685827,67.59684745937501,26.57827526900168,1928.5015481030048,88.4063995356469,5.559093224395651,2001.1758537428552
14,0.27113068223921066,0.03557443735854879,1388.9910184241676,16.19435110620975,12.377848494565928,2321.7065650707073,59.03377120564774,16.12193009153706,1832.097126475797,69.30081113803914,8.800778433830024,2198.633335962203
15,0.15953749980556686,0.05818179721064222,1459.7478644442153,15.287520367992197,10.952932898084475,1813.292273711716,49.71258649808409,21.36668281404438,1819.1144917021693,25.005501167104995,2.9472278530369147,2232.6047801914287
16,0.2513826883862469,0.036847550631337544,1162.618676421888,14.940423834170389,20.78369211149191,1328.6118995224926,54.992334635649726,18.04985737937071,1740.39473133331,79.99803544942445,1.6054038275894265,2104.2075486938475
17,0.22705576711418402,0.06498620762345791,1456.6439222263655,16.26299596913808,12.994845591304264,954.5411646678593,70.00731172413737,13.278826160840199,2192.637455008811,90.76356909093477,9.935255372853003,2288.6116146145832
18,0.2703236700166124,0.07658824964148292,1432.5908684492206,12.210955308123479,8.662981779757175,2424.526458834285,55.30350276452134,11.023557494879524,1905.4847512890963,47.08447278246375,4.527675801153548,2192.140035787191
19,0.15547296259735244,0.07257531749918518,1030.5678961458377,15.54207731149067,16.770377097241425,1014.8892767479515,70.06856894056008,37.72567053277365,1995.7229862822924,72.00061181247194,0.5692894264997348,1962.9955522534237
